Object ID,FIPS_CODE,TOTAL_POPULATION,MEDIAN_AGE,PCT_POVERTY,PCT_HSNGCSTS_OVR_50_PCT,PCT_OCR_25_HGHSCL_CMPLT,PCT_OVR_25_BCHLRS_CMPLT,PCT_UNEMPLOYED
777,17031842100,7489,26.1,27.2,28.58490566,30.8,15.5,11.8
778,17031842200,3154,34.9,9,8.108108108,14,68.9,1.9
779,17031842300,3358,33.6,5.6,8.471760797,3.6,75.3,4.7
780,17031842400,3115,44.3,27.4,52.82167043,21.6,25.7,21.7
781,17031842500,1973,21.6,63.4,20.07978723,37.8,9.1,40.9
782,17031842600,4125,36.8,11.8,16.42969984,37.6,19.3,9.9
783,17031842800,7035,28.2,39.5,43.09586631,40.1,8.6,8.2
784,17031842900,2479,31.5,43.6,25.90725806,26.2,12.6,12
785,17031843000,2533,25.9,42.5,30.2615193,30,9.9,8.6
786,17031843100,1692,30.4,48.2,51.47783251,35.6,14.5,9.6
787,17031843200,2357,32.5,24.4,20.18927445,16.2,31.6,5
788,17031843300,1972,32.9,44.8,30.23255814,29.3,18.1,18.7
789,17031843400,1195,41.4,31.1,41.66666667,34.9,7.4,11.2
790,17031843500,10317,29.5,34.3,5.85106383,36.4,3.2,1.7
791,17031843600,2918,33.6,22.5,34.0347667,17.1,42.7,20.6
792,17031843700,2617,35.1,3.7,12.5,12.3,56.5,3.7
793,17031843800,1482,39.1,23,30.3125,42.1,11.4,21.6
794,17031843900,3521,46,28.4,29.24187726,21.9,38.2,8.6
795,17031980000,0,0,,0,0,0,0
796,17031980100,0,0,,0,0,0,0
797,17043840000,2920,34.1,14.1,14.8255814,33,17,10.5
